text,label,source
ahh mummy wa na full thread how she dey make sure se you get sense how she dey always make boys happy her pepper soup free heineken omo opoorr mama is in a better place,positive,v3_mixed
e be like say bread whey them dey sell these days na air them dey pump inside,negative,v3_mixed
if i dey enter your eye or you like me and no fit talk am time dey go ohreporting live from paris,positive,v3_mixed
brother don chop block,negative,v3_mixed
na ment this bros send me eflier of how to attract the right partner e never reach like this o e never reach make i dy pay for such webinar,negative,v3_mixed
this your header wey dey look like prewedding picture your own wedding fit dey this sunday sef,positive,v3_mixed
erica don dey morun ẹ don dey enter body,positive,v3_mixed
e dey restrict airflow,positive,v3_mixed
omo she don dey swear for una papa o i hope i dont get blocked by association like this,positive,v3_mixed
made me laugh today untop feminist fight wey dem wan fight cool station,positive,v3_mixed
unnecessary rudeness sef daz y im always a bitter leaf to them sha im hausa too,positive,v3_mixed
all of una wey dey tell me say una love me make i no see una for my dm again ooo,negative,v3_mixed
these girls must be drinking some special kinda water down southloving this glow loving this sass chai roast us small small with dis una swag abeg we are your sacrifice chai,positive,v3_mixed
lmaooooooo im not watching again biko me wey cry dey hungry before mins into it i don dey cry,negative,v3_mixed
na wetin nigerian film dey cause,negative,v3_mixed
my hair is just days old‍️ how im someones mother and still have baby hair is beyond me hair wey still dey pain me but dey like say e don reach one year on top my head,negative,v3_mixed
"Na true say, the bank app de available now and I still dey wait.",neutral,v3_mixed
"The product no bad, but I no like using am.",negative,targeted_negation_v7
"Today, the transfer na correct one.",positive,v3_mixed
barkley that was worth £m last season and who dey even turned down £m offer na who dem sell for £m now chai football ehn,negative,v3_mixed
you guys are not normal at allif una wan chop the money make una chop idiotsfoh,negative,v3_mixed
since it luks likely dat buhari will win wen d time comes i dnt wnt to hear cries frm ncstateskogikwaranassarawa nd couna well don o,negative,v3_mixed
e dey pain person especially if you are unable to give them the perfect reply e dey pain gan,negative,v3_mixed
"Today, the passport office save my time so nothing special happen.",positive,v3_mixed
"Na true say, the SIM too slow.",negative,v3_mixed
"Abeg, the result de available now but people for office smile.",neutral,v3_mixed
ah e don electrocute her,negative,v3_mixed
lol even at this point buhari twitter defenders don tire e don dey spoil beyond wetin anybody fit defend,negative,v3_mixed
akpors biko if dem see okpa pls make dem chopmikel don score two already,positive,v3_mixed
lol amoye statements some of us bank account na pipe na just passage way some get snakes wey dey siphon the money commot the account,negative,v3_mixed
pupuru don affect apm governorship candidate in ondo state,negative,v3_mixed
where the guy make we ask am how infection dey taste whether e salty or e dey taste lime,negative,v3_mixed
"Chai, the tax office close early today.",neutral,v3_mixed
"Sha, the clinic surpass my expectation because dem promise fix am tomorrow.",positive,v3_mixed
the correct ogbonge people them don show o oya na we get am,positive,v3_mixed
The bank app no make things easier for me.,negative,targeted_negation_v7
This na the third time una don disappoint me this month,negative,v3_mixed
"The driver arrived early, but I didn't like the ride.",negative,targeted_negation_v7
and na dem too demand,negative,v3_mixed
"Honestly, the website close early today so everything smooth.",neutral,v3_mixed
The trip is showing on the app.,neutral,negation_contrastive_v6
wow so you are married im also a married man that makes us compatible na dem ooo thunder fire your wandering shafts,negative,v3_mixed
"Na true say, the school portal make me lose money but I fit use am every day.",negative,v3_mixed
"For real, the website open by 8am but I no get problem again.",neutral,v3_mixed
"Chai, the electricity make life easy.",positive,v3_mixed
omo una dey mad oh na love be this,negative,v3_mixed
"For real, the ATM I register yesterday.",neutral,v3_mixed
man utd no get engagements again na sponsored ads dem dey run now,negative,v3_mixed
bro no select again i dey vex because even if u select u no go select me join im no happy,negative,v3_mixed
"The service is available, but I have no strong view.",neutral,negation_contrastive_v6
you won look like halfcastnow your body don castsun dey shineyou no fit walk pastlolyawa don gaski lo de ti e n borapatoranking,positive,v3_mixed
"See ehn, the agency customer care help me quick although I no get problem again.",positive,v3_mixed
as i finish exam so na parte afta parte,positive,v3_mixed
I like this driver well well,positive,v3_mixed
aunty abeg give am food na ex,positive,v3_mixed
The app open by 9am,neutral,v3_mixed
okay explains why you dey vex for this guy,negative,v3_mixed
"My guy, the wallet process still dey although e better pass before.",neutral,v3_mixed
bossu na valentine wey dey med go follow me,positive,v3_mixed
sapa no good at all see me dey find atm wey dey give,negative,v3_mixed
"Chai, the trip price change small and I fit use am every day.",neutral,v3_mixed
alomo company don dey naija na,neutral,v3_mixed
d way d bamteddy leo n some few dw exhousemates stay away from dis toxic reunion ehndey cant come n kee diasefleo is always on za street but u will never catch him talk anything about iti stan yall,positive,v3_mixed
congratulations sir as e de sweet us e de pain them,positive,v3_mixed
kai rccg national leadership teens executives retreat nlter con see room na paradise earth be this o neat cool air conditioned nice wonderful features and facilities na earth be,positive,v3_mixed
"This morning, the NIN service customer care no answer but my family notice am too.",negative,v3_mixed
I receive update about the website,neutral,v3_mixed
lol na normal na dem non promote for la liga ni,positive,v3_mixed
The delivery arrive this morning,neutral,v3_mixed
na dem please give me some more time me okay sir na dem im even working on a project and might wanna have you on board me nooo im very busy at the moment just pay this one first,negative,v3_mixed
dcode wey tell mulla big word na once mulla go house go think of how to drive e aruba,positive,v3_mixed
"Today, the meter no work at all although people for office smile.",negative,v3_mixed
Una don ruin my weekend with this delay,negative,v3_mixed
olohunmy own case be say i never meet babe wey her straightbabaall this st century babe wan dey ball everydaydem no want loyal relationship,negative,v3_mixed
im hearing some good things about owerri female students omo e be like sey na there i go do my masters oooo,positive,v3_mixed
lmao finefine boys like us na them na them dey rush us that year forgot about this photo and that awkward pose sheesh lol lr williams odey nwankpa kayode the captain,positive,v3_mixed
wahala be like matriculation ooo e kon be like say we never do matric before na wa ooooo,negative,v3_mixed
wahalawetin dem do dis guy last last,negative,v3_mixed
choi see all these boys wey don tweet nonsense about how shy the team has been plus jm come see their tweets now like say don ucl,negative,v3_mixed
some people belle don dey twist right now is giving them alomo bitters,negative,v3_mixed
wizkid don de chop early saturday morning breakfast,negative,v3_mixed
"Today, the clinic process still dey because I hope e improve soon.",neutral,v3_mixed
"This morning, the soup I register yesterday but I hope e improve soon.",neutral,v3_mixed
"Chai, the trip surpass my expectation.",positive,v3_mixed
"The network no bad today, but I no get strong opinion.",neutral,curated_contrastive_v5
i want to slide in this girls dm on ig but she has like followers abeg how una dey do am me wey i no get yarns i give up,negative,v3_mixed
"This bank app not bad, e dey fast these days",positive,negation_handcrafted
I find the app easy to use.,positive,targeted_negation_v7
who wan mumu go mumu even if king solomon na e father,negative,v3_mixed
one morning for site one of the laborer came crying that egusi him dey cook as him turn back dem carry him pot of soup omo na like m wey pot where dem trash am,negative,v3_mixed
"Na true say, the bus dey sweet me because I still dey wait.",positive,v3_mixed
belt wey dey tight before them get liver to talk am out,negative,v3_mixed
sarri don spoil my night na ogogoro i go de on,negative,v3_mixed
"Yesterday, the package waste my time and my family notice am too.",negative,v3_mixed
e get the kain source wey you go see you go believe small tf is sources,positive,v3_mixed
lol i used friend loosely na my chairman o not be smallie so not be the type smallie like me fit dey advice plus the girl in question is his wife and they have two kids,positive,v3_mixed
"Honestly, the soup work well well although people for office smile.",positive,v3_mixed
"Yesterday, the rice na correct one.",positive,v3_mixed
"Honestly, the bank app na correct one but I fit use am every day.",positive,v3_mixed
that new ip x e too sweet abeg if you never hear no go too far link dey here,negative,v3_mixed
twitter brethren how is your evening going to pan out i just wanted to peep oooo how una de,positive,v3_mixed
